lab_code,mortality_id,field_code,smu_format,pathology_num,date_found,site,sex,estimated_age,length_cm,weight_kg,preservation_code,category,broad_category,cancer,digestive_cancer,mammary_cancer
Bel00380,140,DL2002-05,DL-05-02,02-A462,25-07-2002,"Île Saint-Barnabé (au large)",F,27,371,988,2,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00414,149,DL2003-05,DL-05-03,03-6368,12-08-2003,"Baie-des-Ha!-Ha! Bic",M,0,418,918,3,"Infectious - bacterial",Infectious,0,0,0
Bel00415,149,DL2003-05,DL-05-03,03-6368,12-08-2003,"Baie-des-Ha!-Ha! Bic",M,0,418,918,3,"Infectious - bacterial",Infectious,0,0,0
Bel00466,157,DL2004-05,DL-05-04,04-7674,30-07-2004,Saint-Ulric,M,12,416,853,3.5,Undetermined,Undetermined,0,0,0
Bel00467,157,DL2004-05,DL-05-04,04-7674,30-07-2004,Saint-Ulric,M,12,416,853,3.5,Undetermined,Undetermined,0,0,0
Bel00513,167,DL2005-05,DL-05-05,05-A557,13-09-2005,"Les Escoumins",M,38,437,1207,3.5,"Fishing gear","Antropogenic causes",0,0,0
Bel00514,167,DL2005-05,DL-05-05,05-A557,13-09-2005,"Les Escoumins",M,38,437,1207,3.5,"Fishing gear","Antropogenic causes",0,0,0
Bel00584,176,DL2007-05,DL-05-07,08-3529,08-06-2007,Trois-Pistoles,M,0,148,46,2.5,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00585,176,DL2007-05,DL-05-07,08-3529,08-06-2007,Trois-Pistoles,M,0,148,46,2.5,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00717,193,DL2009-05,DL-05-09,P855-09,15-09-2009,Pointe-au-Père,F,48,358,728,2,Undetermined,Undetermined,0,0,0
Bel00718,193,DL2009-05,DL-05-09,P855-09,15-09-2009,Pointe-au-Père,F,48,358,728,2,Undetermined,Undetermined,0,0,0
Bel00749,198,DL2010-05,DL-05-10,P1141-10,10-06-2010,"Rimouski 48 25 46 N X 68 35 46 W",F,51,363,636,2.5,"Verminous gastro-enteritis / peritonitis",Infectious,0,0,0
Bel00750,198,DL2010-05,DL-05-10,P1141-10,10-06-2010,"Rimouski 48 25 46 N X 68 35 46 W",F,51,363,636,2.5,"Verminous gastro-enteritis / peritonitis",Infectious,0,0,0
Bel00820,209,DL2011-05,DL-05-11,P1426-11,09-08-2011,Métis-sur-Mer,F,14,356,795,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00821,209,DL2011-05,DL-05-11,P1426-11,09-08-2011,Métis-sur-Mer,F,14,356,795,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00036,39,DL1989-05,DL-05-89,89-3326,1989-07-13,Rivière-Ouelle,F,54,397,0,3,Undetermined,Undetermined,0,0,0
Bel00054,47,DL1990-05,DL-05-90,90-4680,1990-09-30,"Île Verte",F,27,356,546,3,Undetermined,Undetermined,0,0,0
Bel00069,59,DL1992-05,DL-05-92,92-6147,1992-09-24,Anse-au-Sable,F,42,337,0,2.5,Other,"Other non-infetious causes",0,0,0
Bel00075,66,DL1993-05,DL-05-93,93-5719,1993-08-23,Sainte-Anne-des-Monts,M,7,270,313,3,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00084,75,DL1994-05,DL-05-94,94-7947,1994-10-28,Saint-Ulric,M,46,399,1025,2,"Verminous gastro-enteritis / peritonitis",Infectious,0,0,0
Bel00094,82,DL1995-05,DL-05-95,95-5201,1995-06-30,Saint-Ulric,F,42,370,707,2.5,Trauma,"Antropogenic causes",0,0,0
Bel00125,94,DL1996-05,DL-05-96,96-5794,1996-07-23,Saint-Joseph-de-la-Rive,F,38,346,483,3,Neoplasia,Neoplasia,1,0,0
Bel00162,103,DL1997-05,DL-05-97,97-6984,1997-07-15,"Île Saint-Barnabé (au large)",M,12,378,744,2,"Infectious - bacterial",Infectious,0,0,0
Bel00163,103,DL1997-05,DL-05-97,97-6984,1997-07-15,"Île Saint-Barnabé (au large)",M,12,378,744,2,"Infectious - bacterial",Infectious,0,0,0
Bel00199,110,DL1998-05,DL-05-98,98-5615,02-06-1998,Saint-Denis-de-Kamouraska,M,2,239,251,3,Toxoplasmosis,Infectious,0,0,0
Bel00200,110,DL1998-05,DL-05-98,98-5615,02-06-1998,Saint-Denis-de-Kamouraska,M,2,239,251,3,Toxoplasmosis,Infectious,0,0,0
Bel00241,119,DL1999-05,DL-05-99,99-8302,05-07-1999,Saint-Ulric,F,30,357,516,2,Neoplasia,Neoplasia,1,1,0
Bel00242,119,DL1999-05,DL-05-99,99-8302,05-07-1999,Saint-Ulric,F,30,357,516,2,Neoplasia,Neoplasia,1,1,0
Bel00332,134,DL2001-06,DL-06-01,01-D923,02-10-2001,Pointe-au-Père,F,9,300,335,2,"Infectious - bacterial",Infectious,0,0,0
Bel00333,134,DL2001-06,DL-06-01,01-D923,02-10-2001,Pointe-au-Père,F,9,300,335,2,"Infectious - bacterial",Infectious,0,0,0
Bel00334,134,DL2001-06,DL-06-01,01-D923,02-10-2001,Pointe-au-Père,F,9,300,335,2,"Infectious - bacterial",Infectious,0,0,0
Bel00381,141,DL2002-06,DL-06-02,02-B561,23-08-2002,Matane,F,8,303,413,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00382,141,DL2002-06,DL-06-02,02-B561,23-08-2002,Matane,F,8,303,413,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00416,150,DL2003-06,DL-06-03,03-8538,17-10-2003,Longue-Rive,F,52,383,587,2.5,Neoplasia,Neoplasia,1,1,0
Bel00417,150,DL2003-06,DL-06-03,03-8538,17-10-2003,Longue-Rive,F,52,383,587,2.5,Neoplasia,Neoplasia,1,1,0
Bel00468,158,DL2004-06,DL-06-04,04-9120,13-09-2004,Sainte-Flavie,F,8,326,316,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00469,158,DL2004-06,DL-06-04,04-9120,13-09-2004,Sainte-Flavie,F,8,326,316,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00515,168,DL2005-06,DL-06-05,05-A657,11-09-2005,"Baie des Ha!Ha! Saguenay",F,48,373,646,3.5,Undetermined,Undetermined,0,0,0
Bel00516,168,DL2005-06,DL-06-05,05-A657,11-09-2005,"Baie des Ha!Ha! Saguenay",F,48,373,646,3.5,Undetermined,Undetermined,0,0,0
Bel00586,177,DL2007-06,DL-06-07,07-7824,17-08-2007,Saint-Simon-sur-mer,F,55,366,741,3.5,Neoplasia,Neoplasia,1,1,1
Bel00587,177,DL2007-06,DL-06-07,07-7824,17-08-2007,Saint-Simon-sur-mer,F,55,366,741,3.5,Neoplasia,Neoplasia,1,1,1
Bel00751,199,DL2010-06,DL-06-10,P1368-10,16-07-2010,"Rimouski 48 37 5 N X 68 34 1 W",F,18,348,667,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00752,199,DL2010-06,DL-06-10,P1368-10,16-07-2010,"Rimouski 48 37 5 N X 68 34 1 W",F,18,348,667,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00822,210,DL2011-06,DL-06-11,P1639-11,10-09-2011,Matane,F,68,379,573,2,"Primary starvation","Primary starvation",0,0,0
Bel00823,210,DL2011-06,DL-06-11,P1639-11,10-09-2011,Matane,F,68,379,573,2,"Primary starvation","Primary starvation",0,0,0
Bel00002,8,DL1984-06,DL-06-84,84-2848,1984-08-16,Riviere-Madeleine,M,3,274,0,3,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00037,40,DL1989-06,DL-06-89,89-3809,1989-08-17,"Pointe-Boisvert (au large)",F,50,357,0,2,"Infectious - bacterial",Infectious,1,1,0
Bel00055,48,DL1990-06,DL-06-90,90-4739,1990-10-03,Petit-Matane,M,49,413,842,2.5,Undetermined,Undetermined,0,0,0
Bel00063,54,DL1991-06,DL-06-91,91-4642,1991-09-25,Grosses-Roches,M,49,430,1361,3,Undetermined,Undetermined,0,0,0
Bel00076,67,DL1993-06,DL-06-93,93-5792,1993-08-26,"Les Éboulements",M,0,413,1090,2,Undetermined,Undetermined,0,0,0
Bel00085,76,DL1994-06,DL-06-94,94-7976,1994-10-31,Pointe-au-Père,M,53,424,904,3,Undetermined,Undetermined,0,0,0
Bel00126,95,DL1996-06,DL-06-96,96-6322,1996-08-11,Sainte-Luce,F,0,145,46,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00164,104,DL1997-06,DL-06-97,97-7479,1997-07-29,Sainte-Luce,F,62,385,693,2.5,Trauma,"Antropogenic causes",0,0,0
Bel00201,111,DL1998-06,DL-06-98,98-7252,16-07-1998,Bic,F,18,388,1003,3,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00202,111,DL1998-06,DL-06-98,98-7252,16-07-1998,Bic,F,18,388,1003,3,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00243,120,DL1999-06,DL-06-99,99-9817,03-08-1999,"Matane (au large)",M,29,418,1181,3.5,Undetermined,Undetermined,0,0,0
Bel00335,135,DL2001-07,DL-07-01,01-G438,18-11-2001,"Baie-des-Ha!-Ha! Bic",M,59,391,840,3.5,Undetermined,Undetermined,0,0,0
Bel00336,135,DL2001-07,DL-07-01,01-G438,18-11-2001,"Baie-des-Ha!-Ha! Bic",M,59,391,840,3.5,Undetermined,Undetermined,0,0,0
Bel00337,135,DL2001-07,DL-07-01,01-G438,18-11-2001,"Baie-des-Ha!-Ha! Bic",M,59,391,840,3.5,Undetermined,Undetermined,0,0,0
Bel00383,142,DL2002-07,DL-07-02,02-B652,24-08-2002,"Île Saint-Barnabé",M,45,408,952,3,"Infectious - bacterial",Infectious,0,0,0
Bel00418,151,DL2003-07,DL-07-03,03-8745,22-10-2003,Rimouski,F,30,310,373,2,Trauma,"Antropogenic causes",0,0,0
Bel00419,151,DL2003-07,DL-07-03,03-8745,22-10-2003,Rimouski,F,30,310,373,2,Trauma,"Antropogenic causes",0,0,0
Bel00588,159,DL2004-07,DL-07-04,04-9121,19-08-2004,"Les Méchins",F,0,161,51,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00589,178,DL2007-07,DL-07-07,07-8073,25-08-2007,Saint-Fabien-sur-mer,F,38,338,635,3,"Infectious - bacterial",Infectious,0,0,0
Bel00590,178,DL2007-07,DL-07-07,07-8073,25-08-2007,Saint-Fabien-sur-mer,F,38,338,635,3,"Infectious - bacterial",Infectious,0,0,0
Bel00591,178,DL2007-07,DL-07-07,07-8073,25-08-2007,Saint-Fabien-sur-mer,F,38,338,635,3,"Infectious - bacterial",Infectious,0,0,0
Bel00592,178,DL2007-07,DL-07-07,07-8073,25-08-2007,Saint-Fabien-sur-mer,F,38,338,635,3,"Infectious - bacterial",Infectious,0,0,0
Bel00641,188,DL2008-07,DL-07-08,08-3657,18-09-2008,Sainte-Flavie,F,57,382,610,2.5,"Primary starvation","Primary starvation",0,0,0
Bel00642,188,DL2008-07,DL-07-08,08-3657,18-09-2008,Sainte-Flavie,F,57,382,610,2.5,"Primary starvation","Primary starvation",0,0,0
Bel00753,200,DL2010-07,DL-07-10,P1448-10,31-07-2010,"Sainte-Flavie 48 38.326 N X 68 0.71 W",F,40,371,909,2,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00754,200,DL2010-07,DL-07-10,P1448-10,31-07-2010,"Sainte-Flavie 48 38.326 N X 68 0.71 W",F,40,371,909,2,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00824,211,DL2011-07,DL-07-11,P1836-11,09-10-2011,"La Martre",M,55,424,1017,4,Undetermined,Undetermined,0,0,0
Bel00825,211,DL2011-07,DL-07-11,P1836-11,09-10-2011,"La Martre",M,55,424,1017,4,Undetermined,Undetermined,0,0,0
Bel00016,27,DL1988-07,DL-07-88,88-3552,1988-08-02,Matane,M,39,402,781,2,"Infectious - bacterial",Infectious,0,0,0
Bel00038,41,DL1989-07,DL-07-89,89-3883,1989-08-23,"Grandes-Bergeronnes (au large)",M,61,411,793,3,Neoplasia,Neoplasia,1,0,0
Bel00077,68,DL1993-07,DL-07-93,93-6945,1993-10-13,Grandes-Bergeronnes,F,29,355,0,2.5,Undetermined,Undetermined,0,0,0
Bel00086,77,DL1994-07,DL-07-94,94-9472,1994-12-29,Saint-Paul-du-Nord,F,45,365,533,2.5,Neoplasia,Neoplasia,1,0,0
Bel00095,84,DL1995-07,DL-07-95,95-5954,1995-07-31,"Grosses Roches",M,1,199,130,3,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00165,105,DL1997-07,DL-07-97,97-B740,1997-11-25,Baie-des-Sables,M,53,428,0,3.5,Undetermined,Undetermined,0,0,0
Bel00203,112,DL1998-07,DL-07-98,98-8080,1998-08-07,Matane,M,36,406,639,2,"Protozoal pneumonia",Infectious,0,0,0
Bel00204,112,DL1998-07,DL-07-98,98-8080,1998-08-07,Matane,M,36,406,639,2,"Protozoal pneumonia",Infectious,0,0,0
Bel00244,121,DL1999-07,DL-07-99,99-A645,19-08-1999,"Trois-Pistoles (au large)",F,32,338,462,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00245,121,DL1999-07,DL-07-99,99-A645,19-08-1999,"Trois-Pistoles (au large)",F,32,338,462,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00384,143,DL2002-08,DL-08-02,02-E916,03-11-2002,Matane,M,28,425,858,2.5,"Infectious - bacterial",Infectious,0,0,0
Bel00385,143,DL2002-08,DL-08-02,02-E916,03-11-2002,Matane,M,28,425,858,2.5,"Infectious - bacterial",Infectious,0,0,0
Bel00420,152,DL2003-08,DL-08-03,03-A019,24-11-2003,Tadoussac,M,33,374,782,3,Undetermined,Undetermined,0,0,0
Bel00421,152,DL2003-08,DL-08-03,03-A019,24-11-2003,Tadoussac,M,33,374,782,3,Undetermined,Undetermined,0,0,0
Bel00470,160,DL2004-08,DL-08-04,04-9218,13-09-2004,Matane,M,49,429,1000,3.5,Undetermined,Undetermined,0,0,0
Bel00593,179,DL2007-08,DL-08-07,07-8525,11-09-2007,Rimouski,F,38,360,614,2,Undetermined,Undetermined,0,0,0
Bel00594,179,DL2007-08,DL-08-07,07-8525,11-09-2007,Rimouski,F,38,360,614,2,Undetermined,Undetermined,0,0,0
Bel00755,201,DL2010-08,DL-08-10,P1632-10,29-08-2010,"Sainte-Flavie 48 36 23 N X 68 14 28 W",F,31,369,729,3,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00756,201,DL2010-08,DL-08-10,P1632-10,29-08-2010,"Sainte-Flavie 48 36 23 N X 68 14 28 W",F,31,369,729,3,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00826,212,DL2011-08,DL-08-11,P1966-11,28-10-2011,Saint-Fabien,F,22,335,510,2.5,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00827,212,DL2011-08,DL-08-11,P1966-11,28-10-2011,Saint-Fabien,F,22,335,510,2.5,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00017,28,DL1988-08,DL-08-88,88-3703,1988-08-13,Baie-des-Sables,M,41,401,845,2.5,Undetermined,Undetermined,0,0,0
Bel00039,42,DL1989-08,DL-08-89,89-5556,1989-12-06,Sainte-Félicité,M,45,419,0,2.5,Neoplasia,Neoplasia,1,0,0
Bel00040,42,DL1989-08,DL-08-89,89-5556,1989-12-06,Sainte-Félicité,M,45,419,0,2.5,Neoplasia,Neoplasia,1,0,0
Bel00078,69,DL1993-08,DL-08-93,93-7158,1993-10-20,"Les Méchins",F,16,355,578,2,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00096,85,DL1995-08,DL-08-95,95-6240,1995-08-10,Bic,F,0,157,64,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00127,97,DL1996-08,DL-08-96,96-8218,1996-10-18,Petit-Matane,F,2,216,151,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00205,113,DL1998-08,DL-08-98,98-A116,27-09-1998,Port-Cartier,M,45,396,862,3,"Protozoal pneumonia",Infectious,0,0,0
Bel00206,113,DL1998-08,DL-08-98,98-A116,27-09-1998,Port-Cartier,M,45,396,862,3,"Protozoal pneumonia",Infectious,0,0,0
Bel00246,122,DL1999-08,DL-08-99,99-D065,13-09-1999,"Cacouna (au large)",F,0,157,0,3,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00386,144,DL2002-09,DL-09-02,02-F249,08-11-2002,Baie-des-Sables,M,48,420,1160,2.5,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00387,144,DL2002-09,DL-09-02,02-F249,08-11-2002,Baie-des-Sables,M,48,420,1160,2.5,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00388,144,DL2002-09,DL-09-02,02-F249,08-11-2002,Baie-des-Sables,M,48,420,1160,2.5,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00719,161,DL2004-09,DL-09-04,04-A135,10-10-2004,Métis-sur-Mer,M,25,300,436,2,"Infectious - viral",Infectious,0,0,0
Bel00595,180,DL2007-09,DL-09-07,07-8905,22-09-2007,Forestville,M,50,405,998,2.5,"Infectious - bacterial",Infectious,0,0,0
Bel00596,180,DL2007-09,DL-09-07,07-8905,22-09-2007,Forestville,M,50,405,998,2.5,"Infectious - bacterial",Infectious,0,0,0
Bel00757,202,DL2010-09,DL-09-10,P6-11,04-11-2010,"Sacré-Cœur Rimouski 48 25 29 N X 68 36 12 W",M,1,175,90,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00758,202,DL2010-09,DL-09-10,P6-11,04-11-2010,"Sacré-Cœur Rimouski 48 25 29 N X 68 36 12 W",M,1,175,90,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00828,213,DL2011-09,DL-09-11,P2076-11,09-11-2011,Pointe-aux-Outardes,M,43,435,1368,2.5,Undetermined,Undetermined,0,0,0
Bel00829,213,DL2011-09,DL-09-11,P2076-11,09-11-2011,Pointe-aux-Outardes,M,43,435,1368,2.5,Undetermined,Undetermined,0,0,0
Bel00018,29,DL1988-09,DL-09-88,88-4436,1988-10-07,"Chenal sud - RDL",F,45,365,0,2,Neoplasia,Neoplasia,1,1,1
Bel00079,70,DL1993-09,DL-09-93,93-8453,1993-12-08,Sainte-Anne-des-Monts,M,48,409,0,3,Undetermined,Undetermined,0,0,0
Bel00080,70,DL1993-09,DL-09-93,93-8453,1993-12-08,Sainte-Anne-des-Monts,M,48,409,0,3,Undetermined,Undetermined,0,0,0
Bel00097,86,DL1995-09,DL-09-95,95-6418,1995-08-18,Pointe-au-Pic,M,3,247,278,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00128,98,DL1996-09,DL-09-96,96-9330,1996-11-23,Saint-Ulric,M,50,393,1072,2.5,Neoplasia,Neoplasia,1,1,0
Bel00207,114,DL1998-09,DL-09-98,98-D126,04-12-1998,Sainte-Flavie,M,47,406,1019,2.5,Neoplasia,Neoplasia,1,1,0
Bel00247,123,DL1999-09,DL-09-99,99-D416,15-10-1999,Saint-Denis-de-Kamouraska,F,39,389,845,2.5,"Infectious - bacterial",Infectious,0,0,0
Bel00248,123,DL1999-09,DL-09-99,99-D416,15-10-1999,Saint-Denis-de-Kamouraska,F,39,389,845,2.5,"Infectious - bacterial",Infectious,0,0,0
Bel00471,162,DL2004-10,DL-10-04,04-C232,03-12-2004,Mont-Saint-Pierre,M,38,423,1170,3,"Infectious - bacterial",Infectious,0,0,0
Bel00472,162,DL2004-10,DL-10-04,04-C232,03-12-2004,Mont-Saint-Pierre,M,38,423,1170,3,"Infectious - bacterial",Infectious,0,0,0
Bel00597,181,DL2007-10,DL-10-07,07-A977,25-11-2007,Baie-des-Sables,M,24,392,850,2.5,Undetermined,Undetermined,0,0,0
Bel00598,181,DL2007-10,DL-10-07,07-A977,25-11-2007,Baie-des-Sables,M,24,392,850,2.5,Undetermined,Undetermined,0,0,0
Bel00759,203,DL2010-10,DL-10-10,P7-11,31-12-2010,"Ilot Flocon Saint-Fabien sur Mer 48 19 57 N X 68 51 01 W",M,2,165,85,2,"Infectious - viral",Infectious,0,0,0
Bel00760,203,DL2010-10,DL-10-10,P7-11,31-12-2010,"Ilot Flocon Saint-Fabien sur Mer 48 19 57 N X 68 51 01 W",M,2,165,85,2,"Infectious - viral",Infectious,0,0,0
Bel00019,30,DL1988-10,DL-10-88,88-4465,1988-10-11,Saint-Germain-de-Kamouraska,F,2,228,193,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00098,87,DL1995-10,DL-10-95,95-6561,1995-08-23,Rivière-du-Loup,M,0,168,74,3,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00771,204,DL2010-11,DL-11-10,P8-11,31-12-2010,"Saint-Maurice-de-l'échouerie (près de Cloridorme) 49 02 56 N X 64 28 43 W",F,35,388,652,2,"Primary starvation","Primary starvation",0,0,0
Bel00772,204,DL2010-11,DL-11-10,P8-11,31-12-2010,"Saint-Maurice-de-l'échouerie (près de Cloridorme) 49 02 56 N X 64 28 43 W",F,35,388,652,2,"Primary starvation","Primary starvation",0,0,0
Bel00773,204,DL2010-11,DL-11-10,P8-11,31-12-2010,"Saint-Maurice-de-l'échouerie (près de Cloridorme) 49 02 56 N X 64 28 43 W",F,35,388,652,2,"Primary starvation","Primary starvation",0,0,0
Bel00021,31,DL1988-11,DL-11-88,88-4510,1988-10-13,Matane,F,51,371,619,2,Toxoplasmosis,Infectious,0,0,0
Bel00951,214,DL2012-01,DL-12-001,P934-12,19-05-2012,Baie-des-Sables,F,26,364,629,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00952,214,DL2012-01,DL-12-001,P934-12,19-05-2012,Baie-des-Sables,F,26,364,629,2.5,"Dystocia / postpartum complication","Dystocia / postpartum complication",0,0,0
Bel00953,215,DL2012-02,DL-12-002,P995-12,27-05-2012,"Grosses Roches",M,23,396,738,3,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00954,215,DL2012-02,DL-12-002,P995-12,27-05-2012,"Grosses Roches",M,23,396,738,3,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00955,216,DL2012-03,DL-12-003,P1370-12,16-07-2012,Île-aux-Fraises,F,21,357,697,3,Undetermined,Undetermined,0,0,0
Bel00956,216,DL2012-03,DL-12-003,P1370-12,16-07-2012,Île-aux-Fraises,F,21,357,697,3,Undetermined,Undetermined,0,0,0
Bel00957,218,DL2012-05,DL-12-005,P2144-12,04-08-2012,"Rivière-du-Loup (au large)",M,0,144,44,4,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00958,220,DL2012-07,DL-12-007,P1994-12,03-10-2012,Saint-Fabien-sur-Mer,F,3,260,273,3,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00959,220,DL2012-07,DL-12-007,P1994-12,03-10-2012,Saint-Fabien-sur-Mer,F,3,260,273,3,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00960,221,DL2012-08,DL-12-008,P2238-12,05-11-2012,Métis-sur-mer,M,53,402,940,3,Undetermined,Undetermined,0,0,0
Bel00961,221,DL2012-08,DL-12-008,P2238-12,05-11-2012,Métis-sur-mer,M,53,402,940,3,Undetermined,Undetermined,0,0,0
Bel00962,222,DL2012-09,DL-12-009,P2261-12,07-11-2012,Rivière-du-Loup,F,30,361,761,3.5,Undetermined,Undetermined,0,0,0
Bel00963,222,DL2012-09,DL-12-009,P2261-12,07-11-2012,Rivière-du-Loup,F,30,361,761,3.5,Undetermined,Undetermined,0,0,0
Bel00022,32,DL1988-12,DL-12-88,88-4703,1988-10-24,Port-au-Persil,F,32,352,617,2,Undetermined,Undetermined,0,0,0
Bel00990,223,DL2013-01,DL-13-001,P1756-13,2013-07-28,Rimouski,F,0,136,34,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00991,223,DL2013-01,DL-13-001,P1756-13,2013-07-28,Rimouski,F,0,136,34,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00992,224,DL2013-02,DL-13-002,P1817-13,2013-09-02,Tourelle,M,0,148,46,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00993,224,DL2013-02,DL-13-002,P1817-13,2013-09-02,Tourelle,M,0,148,46,2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel00994,226,DL2013-04,DL-13-004,P2253-13,2013-10-25,"Longue Rive",F,47,367,716,3.5,Undetermined,Undetermined,0,0,0
Bel00995,226,DL2013-04,DL-13-004,P2253-13,2013-10-25,"Longue Rive",F,47,367,716,3.5,Undetermined,Undetermined,0,0,0
Bel00996,227,DL2013-05,DL-13-005,P2371-13,31-10-2013,"Les Escoumins",M,21,418,870,2,Undetermined,Undetermined,0,0,0
Bel00997,227,DL2013-05,DL-13-005,P2371-13,31-10-2013,"Les Escoumins",M,21,418,870,2,Undetermined,Undetermined,0,0,0
Bel00998,228,DL2013-06,DL-13-006,P2766-13,26-05-2013,Saint-Fabien-sur-Mer,F,34,352,470,2,"Infectious - bacterial",Infectious,0,0,0
Bel00999,228,DL2013-06,DL-13-006,P2766-13,26-05-2013,Saint-Fabien-sur-Mer,F,34,352,470,2,"Infectious - bacterial",Infectious,0,0,0
Bel01000,229,DL2013-07,DL-13-007,P2835-13,01-06-2013,Grand-Métis,M,54,438,596,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel01001,229,DL2013-07,DL-13-007,P2835-13,01-06-2013,Grand-Métis,M,54,438,596,2,"Verminous bronchopneumonia",Infectious,0,0,0
Bel00023,33,DL1988-13,DL-13-88,88-5086,1988-11-16,Matane,F,43,392,830,2,Undetermined,Undetermined,1,1,0
Bel00024,33,DL1988-13,DL-13-88,88-5086,1988-11-16,Matane,F,43,392,830,2,Undetermined,Undetermined,1,1,0
Bel01015,230,DL2014-01,DL-14-001,P1945-14,25-07-2014,Bic,M,0,147,50,1->2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01016,230,DL2014-01,DL-14-001,P1945-14,25-07-2014,Bic,M,0,147,50,1->2,"Neonatal mortality","Neonatal mortality",0,0,0
Bel01017,231,DL2014-02,DL-14-002,P2099-14,07-08-2014,Sainte-Flavie,F,9,339,600,3.5,Undetermined,Undetermined,0,0,0
Bel01018,232,DL2014-03,DL-14-003,P2588-14,28-09-2014,Saint-André-de-Kamouraska,F,32,360,565,2.5,Undetermined,Undetermined,0,0,0
Bel01019,232,DL2014-03,DL-14-003,P2588-14,28-09-2014,Saint-André-de-Kamouraska,F,32,360,565,2.5,Undetermined,Undetermined,0,0,0
Bel00026,34,DL1988-14,DL-14-88,88-5255,1988-11-27,Cap-Bon-Désir,F,46,358,773,3,Undetermined,Undetermined,0,0,0
Bel01203,233,DL2015-01,DL-15-001,P1383-15,26-05-2015,"Les Bergeronnes",M,39,320,860,3,Trauma,"Antropogenic causes",0,0,0
Bel01204,233,DL2015-01,DL-15-001,P1383-15,26-05-2015,"Les Bergeronnes",M,39,320,860,3,Trauma,"Antropogenic causes",0,0,0
Bel01205,233,DL2015-01,DL-15-001,P1383-15,26-05-2015,"Les Bergeronnes",M,39,320,860,3,Trauma,"Antropogenic causes",0,0,0
Bel01206,233,DL2015-01,DL-15-001,P1383-15,26-05-2015,"Les Bergeronnes",M,39,320,860,3,Trauma,"Antropogenic causes",0,0,0
Bel01207,234,DL2015-02,DL-15-002,P1395-15,31-05-2015,"Notre-Dame du Sacré-Cœur Rimouski",M,6,310,497,2.5,"Verminous bronchopneumonia",Infectious,0,0,0
Bel01208,234,DL2015-02,DL-15-002,P1395-15,31-05-2015,"Notre-Dame du Sacré-Cœur Rimouski",M,6,310,497,2.5,"Verminous bronchopneumonia",Infectious,0,0,0
